item,itemLabel,rank,pob,pobLabel,hasCountry,hasAdmin,hasref,refitem,exurl,wmurl,wmproj
Q105159427,Ri Song-hak,,,,,,false,,,,
Q105705367,Ri Kuk-chol,,,,,,false,,,,
Q105706437,Jon Hyon-chol,,,,,,false,,,,
Q105864285,Choe Kang Il,,,,,,false,,,,
Q1062006,Kim Yong-ju,NormalRank,Q1142667,Mangyŏngdae,true,false,true,false,false,false,true
Q10855116,Kang Nung-su,NormalRank,Q18808,Pyongyang,true,true,false,,,,
Q10855805,Kim Rak-hui,NormalRank,Q716127,Kaechon,true,true,true,false,false,false,true
Q110456,Kim Yong-nam,NormalRank,Q18808,Pyongyang,true,true,true,false,false,false,true
Q11261360,O Su-yong,NormalRank,Q18808,Pyongyang,true,true,true,false,false,true,true
Q114088685,Ri Chang-dae,,,,,,false,,,,
Q114593868,Chae Song-hak,,,,,,false,,,,
Q114593869,Choe Kyong-chol,,,,,,false,,,,
Q114593870,Im Kyong-jae,,,,,,false,,,,
Q114593871,Jang Chun-song,,,,,,false,,,,
Q114593873,Jon Hak-chol,,,,,,false,,,,
Q114593874,Ju Chol-gyu,,,,,,false,,,,
Q114593876,Kim Chung-song,,,,,,false,,,,
Q114593877,Kim Song-ryong,,,,,,false,,,,
Q114593878,Kim Sung-jin,,,,,,false,,,,
Q114593879,Kim Yu-il,,,,,,false,,,,
Q114593880,Ko Jong-bom,,,,,,false,,,,
Q114593881,Ma Jong-son,,,,,,false,,,,
Q114593883,Pak Hyok-chol,,,,,,false,,,,
Q114593884,Ri Chol-san,,,,,,false,,,,
Q114593885,Ri Hyok-gwon,,,,,,false,,,,
Q114593886,So Jong-jin,,,,,,false,,,,
Q114593887,Sung Jong-gyu,,,,,,false,,,,
Q114593888,Yun Jong-ho,,,,,,false,,,,
Q114594317,Kwak Jong Jun,,,,,,false,,,,
Q114594333,Ri Tu Il,,,,,,false,,,,
Q114594345,Pak Hyong Ryol,,,,,,false,,,,
Q114594370,Jin Kum Song,,,,,,false,,,,
Q114595445,Jon Sung Guk,,,,,,false,,,,
Q114595747,Kim Sung Chan,,,,,,false,,,,
Q114595858,Kim Jong Nam,,,,,,false,,,,
Q11732843,Jon Ha-chol,,,,,,false,,,,
Q12593548,Tong Jong-ho,NormalRank,Q109386,Nampho,true,true,true,false,false,true,true
Q12594370,Ri Mu-yong,NormalRank,Q109386,Nampho,true,true,false,,,,
Q12594419,Ri Yong-gil,NormalRank,Q423,North Korea,true,false,true,false,false,false,true
Q12594422,Ri Yong-ho,NormalRank,Q18808,Pyongyang,true,true,true,false,false,false,true
Q12594451,Ri Thae-sop,,,,,,false,,,,
Q12597103,Pak Jong-gun,NormalRank,Q109361,North Hamgyong Province,true,true,true,false,true,false,false
Q12616929,Jo Yong-chol,,,,,,false,,,,
Q16169323,Mun Ung-jo,,,,,,false,,,,
Q16177115,Kim Yong-jin,,,,,,false,,,,
Q16179930,Kim Chung-gol,,,,,,false,,,,
Q16181667,Ri Ryong-nam,NormalRank,Q18808,Pyongyang,true,true,false,,,,
Q16904817,Kang Jong-gwan,NormalRank,Q423,North Korea,true,false,true,false,false,true,true
Q16905280,Pak Jong-chon,NormalRank,Q18808,Pyongyang,true,true,true,false,false,true,true
Q16905281,Pak Thae-song,NormalRank,Q423,North Korea,true,false,true,false,false,true,true
Q16905320,Ri Chol-man,,,,,,false,,,,
Q16907639,Kim Sung-du,NormalRank,Q109368,South Hamgyong Province,true,true,true,true,false,false,false
Q1866337,Kim Yong-dae,NormalRank,Q109368,South Hamgyong Province,true,true,true,false,false,true,true
Q21651765,Jang Kyong-il,,,,,,false,,,,
Q2194140,Han Kwang-bok,,,,,,false,,,,
Q25035961,Kim Tok-hun,NormalRank,Q423,North Korea,true,false,true,false,false,true,true
Q29841145,Kim Kwang-sop,,,,,,false,,,,
